amphibiotic	having an aquatic early or larval form and a terrestrial adult form
preceding(a)	existing or coming before
above	appearing earlier in the same text
above-mentioned	mentioned or named earlier in the same text
foregoing(a)	especially of writing or speech
introductory	serving as an introduction or preface
precedent	preceding in time, order, or significance
premedical	preceding and preparing for the study of medicine
preparatory	preceding and preparing for something
previous(a)	just preceding something else in time or order
succeeding(a)	coming after or following
back-to-back	one after the other
ensuing	following immediately and as a result of what went before
following(a)	about to be mentioned or specified
following	immediately following in time or order
in_line	being next in a line of succession
postmortem	after death or after an event
precedented	having or supported or justified by a precedent
unprecedented	having no precedent
new	having no previous example or precedent or parallel
prehensile	adapted for grasping especially by wrapping around an object
nonprehensile	not prehensile
prenatal	occurring or existing before birth
perinatal	occurring during the period around birth (5 months before and 1 month after)
postnatal	occurring immediately after birth
preprandial	preceding a meal (especially dinner)
postprandial	following a meal (especially dinner)
prewar	existing or belonging to a time before a war
postwar	belonging to the period after a war
retrograde	of amnesia
anterograde	of amnesia
antemeridian	before noon
ante_meridiem	before noon
postmeridian	after noon
post_meridiem	after noon
anterior	of or near the head end or toward the front plane of the body
frontal	belonging to the front part
frontal	of or adjacent to the forehead or frontal bone
prefrontal	anterior to a frontal structure
posterior	at or near the hind end in quadrupeds or toward the spine in primates
back(a)	located at or near the back of an animal
caudal	 situated in or directed toward the part of the body from which the tail arises
retral	at or near or toward the posterior
dorsal	belonging to or on or near the back or upper surface of an animal or organ or part
ventral	toward or on or near the belly (front of a primate or lower surface of a lower animal)
dorsoventral	extending from the back to the belly
appealable	capable of being appealed especially to a higher tribunal
unappealable	not subject to appeal
appendaged	having an appendage
unappendaged	not having an appendage
appetizing	appealing to or stimulating the appetite especially in appearance or aroma
mouth-watering	pleasing to the sense of taste
unappetizing	not appetizing in appearance, aroma, or taste
insipid	not pleasing to the sense of taste
approachable	easy to meet or converse or do business with
accessible	easy to get along with or talk to
unapproachable	discouraging intimacies
offish	lacking cordiality
appropriate	suitable for a particular person or place or condition etc
befitting	appropriate to
grade-appropriate	the quality of ability and work that is appropriate for students in a specified grade
pat	exactly suited to the occasion
proper	appropriate for a condition or purpose or occasion or a person's character, needs
inappropriate	not suitable for a particular occasion etc
unbefitting	not befitting
unsuitable	not appropriate for a purpose or occasion
due	owed and payable immediately or on demand
callable	subject to a demand for payment before due date
collect	payable by the recipient on delivery
collectible	subject to or requiring payment especially as specified
delinquent	past due
owing(p)	owed as a debt
receivable	awaiting payment
out-of-pocket	calling for the spending of cash
repayable	subject to repayment
undue	not yet payable
due	suitable to or expected in the circumstances
undue	not appropriate or proper (or even legal) in the circumstances
apropos	of an appropriate or pertinent nature
apposite	being of striking appropriateness and pertinence
malapropos	of an inappropriate or incorrectly applied nature
inapposite	of an inappropriate or misapplied nature
a_priori	involving deductive reasoning from a general principle to a necessary effect
a_posteriori	involving reasoning from facts or particulars to general principals or from effects to causes
apteral	having columns at one or both ends but not along the sides
amphiprostylar	marked by columniation having free columns in porticoes either at both ends or at both sides of a structure
prostyle	marked by columniation having free columns in a portico only across the opening to the structure
peripteral	having columns on all sides
monopteral	having circular columniation
peristylar	having columniation completely circling an area of the structure
arbitrable	appropriate for or subject to settlement by arbitration
nonarbitrable	not appropriate for or subject to arbitration
columned	having or resembling columns
amphistylar	having columns either at both ends or at both sides
columnar	characterized by columns
columniform	having the form of a column
colonnaded	having a series of columns arranged at regular intervals
pillared	having pillars
noncolumned	not having columns
astylar	lacking columns or pillars
unpillared	lacking pillars
arboreal	inhabiting or frequenting trees
nonarboreal	not inhabiting or frequenting trees
arenaceous	resembling or containing sand
argillaceous	resembling or containing clay
armed	(used of persons or the military) characterized by having or bearing arms
equipped	carrying weapons
light-armed	armed with light equipment and weapons
militarized	issued military arms
unarmed	(used of persons or the military) not having or using arms
barehanded	with bare hands
clean	not carrying concealed weapons
defenseless	lacking weapons for self-defense
weaponless	without a weapon
